code_paiement;date_paiement;filiale;fournisseur;montant;type_paiement;statut;banque;numero_compte;beneficiaire;reference;notes
;09/04/2025;LE ROI DES CHANTIERS;TRACTAFRIC EQUIPMENT GABON;35.845.556,00;Traite;Validé;AFG LRC;;TRACTAFRIC EQUIPMENT GABON;;EFFETS A L'ENCAISSEMENT- REGLEMENT
;09/04/2025;LE ROI DES CHANTIERS;SODIM TP;29.900.000,00;Traite;Validé;AFG LRC;;SODIM TP;;EFFETS A L'ENCAISSEMENT- REGLEMENT
;09/04/2025;LE ROI DES CHANTIERS;TRACTAFRIC EQUIPMENT GABON;30.000.000,00;Traite;Validé;AFG LRC;;TRACTAFRIC EQUIPMENT GABON;;EFFETS A L'ENCAISSEMENT- REGLEMENT
;10/04/2025;LE ROI DES CHANTIERS;ATLANTIC MACHINERY MANUFACTURING;42.620.806,00;Virement;Validé;BGFI LRC;;ATLANTIC MACHINERY MANUFACTURING;;VIR.ETR.  04170 TRF17172782
;14/04/2025;LE ROI DES CHANTIERS;LEME-CONSTRUCTION;40.000.000,00;Chèque;Validé;BGFI LRC;;LEME-CONSTRUCTION;;RETRAIT CH 8878830 FAYE MAMAD
;15/04/2025;LE ROI DES CHANTIERS;JOY HOME;6.010.000,00;Chèque;Validé;BGFI LRC;;JOY HOME;;RETRAIT CH 8878843
;15/04/2025;LE ROI DES CHANTIERS;GRAFRIQUE;2.483.320,00;Chèque;Validé;BGFI LRC;;GRAFRIQUE;;CHEQUE NO  8878829
;15/04/2025;LE ROI DES CHANTIERS;SOCIETE PRESTIGE AUTO LUXE;95.000.000,00;Chèque;Validé;BGFI LRC;;SOCIETE PRESTIGE AUTO LUXE;;CHEQUE NO  8878842
;15/04/2025;LE ROI DES CHANTIERS;SOCIETE PRESTIGE AUTO LUXE;95.000.000,00;Chèque;Validé;BGFI LRC;;SOCIETE PRESTIGE AUTO LUXE;;CHEQUE NO  8878841
;16/04/2025;LE ROI DES CHANTIERS;SOCOBA EDTPL;41.542.900,00;Chèque;Validé;BGFI LRC;;SOCOBA EDTPL;;RETRAIT CH 8878835
;16/04/2025;LE ROI DES CHANTIERS;SOCOBA EDTPL;41.542.900,00;Chèque;Validé;BGFI LRC;;SOCOBA EDTPL;;RETRAIT CH 8878836
;16/04/2025;LE ROI DES CHANTIERS;MBOLO SAMBA;12.440.000,00;Chèque;Validé;BGFI LRC;;MBOLO SAMBA;;RETRAIT CH 8878848
;16/04/2025;LE ROI DES CHANTIERS;PLENITUDE GABON SERVICES;12.941.436,00;Chèque;Validé;BGFI LRC;;PLENITUDE GABON SERVICES;;RETRAIT CH 8878849
;16/04/2025;LE ROI DES CHANTIERS;Construction Nouvelle Horizon;40.000.000,00;Chèque;Validé;BGFI LRC;;Construction Nouvelle Horizon;;RETRAIT CH 8878857
;16/04/2025;LE ROI DES CHANTIERS;INDUSTRIE DE VITRAGE ET D'ALUMINIUM;30.000.000,00;Chèque;Validé;BGFI LRC;;INDUSTRIE DE VITRAGE ET D'ALUMINIUM;;CHEQUE NO  8878844
;16/04/2025;LE ROI DES CHANTIERS;GREENWOOD INTERNATIONAL;1.600.000,00;Chèque;Validé;BGFI LRC;;GREENWOOD INTERNATIONAL;;CHEQUE NO  8878834
;18/04/2025;LE ROI DES CHANTIERS;VISION COM;20.000.000,00;Chèque;Validé;BGFI LRC;;VISION COM;;RETRAIT CH 8878859
;18/04/2025;LE ROI DES CHANTIERS;BERNABE GABON SA;50.000.000,00;Chèque;Validé;BGFI LRC;;BERNABE GABON SA;;CHEQUE NO  8878851
;22/04/2025;LE ROI DES CHANTIERS;GARAGE SERVICES PRO;7.701.363,00;Chèque;Validé;BGFI LRC;;GARAGE SERVICES PRO;;RETRAIT CH 8878860
;22/04/2025;LE ROI DES CHANTIERS;SELECT;1.838.200,00;Chèque;Validé;BGFI LRC;;SELECT;;CHEQUE NO  8878845
;22/04/2025;LE ROI DES CHANTIERS;ELITE PROTECTION SECURITE;4.395.000,00;Chèque;Validé;BGFI LRC;;ELITE PROTECTION SECURITE;;CHEQUE NO  8878846
;22/04/2025;LE ROI DES CHANTIERS;TRACTAFRIC EQUIPMENT GABON;954.470,00;Chèque;Validé;BGFI LRC;;TRACTAFRIC EQUIPMENT GABON;;CHEQUE NO  8878858
;23/04/2025;LE ROI DES CHANTIERS;TRANSPORT SERVICE EXPRESS;2.200.000,00;Chèque;Validé;BGFI LRC;;TRANSPORT SERVICE EXPRESS;;RETRAIT CH 8878867
;23/04/2025;LE ROI DES CHANTIERS;BAMBA RASSOUL;42.480.000,00;Chèque;Validé;BGFI LRC;;BAMBA RASSOUL;;RETRAIT CH 8878864
;23/04/2025;LE ROI DES CHANTIERS;;303.544.050,00;Virement;Validé;BGFI LRC;;;;VIR.MULT. 214716
;24/04/2025;LE ROI DES CHANTIERS;GROUPE GABON BUSINESS INTERNATIONAL GGBI;65.846.834,00;Chèque;Validé;ECOBANK;;GROUPE GABON BUSINESS INTERNATIONAL GGBI;;REF : T01PS06251140001 // DEBIT DIRECT //  // SOLDE FACTURES  LE ROI DES CHANTIERS FAV GGBI
;24/04/2025;LE ROI DES CHANTIERS;DMH GABON;10.000.000,00;Chèque;Validé;BGFI LRC;;DMH GABON;;CHEQUE NO  8878861
;25/04/2025;LE ROI DES CHANTIERS;GABON TELECOM;24.338.790,00;Chèque;Validé;ECOBANK;;GABON TELECOM;;REF : T011MA1251150001 // DEBIT DIRECT //  // VRT LE ROIS DES CHANTIERS FV GABON TELECOM
;25/04/2025;LE ROI DES CHANTIERS;SEGA BTP;26.000.000,00;Chèque;Validé;ECOBANK;;SEGA BTP;;REF : T011MA1251150002 // DEBIT DIRECT //  // VRT LE ROIS DES CHANTIERS FV SEGA BTP
;25/04/2025;LE ROI DES CHANTIERS;COGEBA TP;50.000.000,00;Chèque;Validé;ECOBANK;;COGEBA TP;;REF : T011MA1251150003 // DEBIT DIRECT //  // VRT LE ROIS DES CHANTIERS FV COGEBA BTP
;25/04/2025;LE ROI DES CHANTIERS;COLAS GABON;61.357.500,00;Chèque;Validé;ECOBANK;;COLAS GABON;;REF : T011MA1251150004 // DEBIT DIRECT //  // VRT LE ROIS DES CHANTIERS FV COLAS
;25/04/2025;LE ROI DES CHANTIERS;Construction Nouvelle Horizon;85.973.472,00;Chèque;Validé;ECOBANK;;Construction Nouvelle Horizon;;REF : T011MA1251150005 // DEBIT DIRECT //  // VRT LE ROIS DES CHANTIERS FV CONSTRUCTION NOUVELLE HORIZON
;25/04/2025;LE ROI DES CHANTIERS;PLENITUDE GABON SERVICES;25.882.872,00;Chèque;Validé;ECOBANK;;PLENITUDE GABON SERVICES;;REF : T011MA1251150006 // DEBIT DIRECT //  // VRT LE ROIS DES CHANTIERS FV PLENITUDE GABON SERVICES
;25/04/2025;LE ROI DES CHANTIERS;LGE INDUSTRIE;93.826.170,00;Chèque;Validé;ECOBANK;;LGE INDUSTRIE;;REF : T011MA1251150007 // DEBIT DIRECT //  // VRT LE ROIS DES CHANTIERS FV  LGE INDUSTRIE
;25/04/2025;LE ROI DES CHANTIERS;CANA BTP;50.000.000,00;Chèque;Validé;ECOBANK;;CANA BTP;;REF : T011MA1251150008 // DEBIT DIRECT //  // VRT LE ROIS DES CHANTIERS FV CANA BTP
;25/04/2025;LE ROI DES CHANTIERS;SSPG;3.435.825,00;Chèque;Validé;BGFI LRC;;SSPG;;CHEQUE NO  8879230
;25/04/2025;LE ROI DES CHANTIERS;SUNU ASSURANCES;4.000.000,00;Chèque;Validé;BGFI LRC;;SUNU ASSURANCES;;CHEQUE NO  8879208
;25/04/2025;LE ROI DES CHANTIERS;BATIPLUS;50.000.000,00;Virement;Validé;BGFI LRC;;BATIPLUS;;PAIEMENT AVAL/TRAITE   926917
;25/04/2025;LE ROI DES CHANTIERS;BERNABE GABON SA;50.000.000,00;Virement;Validé;BGFI LRC;;BERNABE GABON SA;;PAIEMENT AVAL/TRAITE   926919
;25/04/2025;LE ROI DES CHANTIERS;TRACTAFRIC EQUIPMENT GABON;50.000.000,00;Virement;Validé;BGFI LRC;;TRACTAFRIC EQUIPMENT GABON;;PAIEMENT AVAL/TRAITE   926921
;28/04/2025;LE ROI DES CHANTIERS;SCI NADIA;5.850.000,00;Chèque;Validé;BGFI LRC;;SCI NADIA;;RETRAIT CH 8879249
;28/04/2025;LE ROI DES CHANTIERS;COLAS GABON;3.927.000,00;Chèque;Validé;BGFI LRC;;COLAS GABON;;CHEQUE NO  8878862
;28/04/2025;LE ROI DES CHANTIERS;OGAR ASSURANCES;21.530.194,00;Chèque;Validé;BGFI LRC;;OGAR ASSURANCES;;CHEQUE NO  8878872
;29/04/2025;LE ROI DES CHANTIERS;PRESMA SERVICES;550.750,00;Chèque;Validé;BGFI LRC;;PRESMA SERVICES;;CHEQUE NO  8879242
;29/04/2025;LE ROI DES CHANTIERS;GIPA GABONAISE D'IMPRIMERIE ET DE PAPETERIE SA;225.000,00;Chèque;Validé;BGFI LRC;;GIPA GABONAISE D'IMPRIMERIE ET DE PAPETERIE SA;;CHEQUE NO  8879240
;29/04/2025;LE ROI DES CHANTIERS;SOGEM TP;70.000.000,00;Virement;Validé;BGFI LRC;;SOGEM TP;;PAIEMENT AVAL/TRAITE   926924
;30/04/2025;LE ROI DES CHANTIERS;PARK INN & RADISSON BLU;2.276.000,00;Chèque;Validé;BGFI LRC;;PARK INN & RADISSON BLU;;CHEQUE NO  8879250
;30/04/2025;LE ROI DES CHANTIERS;SOGAFRIC SERVICES SA;8.861.273,00;Chèque;Validé;BGFI LRC;;SOGAFRIC SERVICES SA;;CHEQUE NO  8879231
;30/04/2025;LE ROI DES CHANTIERS;SOGAFRIC SERVICES SA;16.241.259,00;Chèque;Validé;BGFI LRC;;SOGAFRIC SERVICES SA;;CHEQUE NO  8878871
;30/04/2025;LE ROI DES CHANTIERS;BROSSETTE NETTOYAGE;907.000,00;Chèque;Validé;BGFI LRC;;BROSSETTE NETTOYAGE;;CHEQUE NO  8878875
;30/04/2025;LE ROI DES CHANTIERS;SOGAFRIC SERVICES SA;57.427.573,00;Chèque;Validé;BGFI LRC;;SOGAFRIC SERVICES SA;;CHEQUE NO  8879258
;30/04/2025;LE ROI DES CHANTIERS;MEV HEBERGEMENT;3.780.000,00;Chèque;Validé;BGFI LRC;;MEV HEBERGEMENT;;CHEQUE NO  8879248
;04/05/2025;LE ROI DES CHANTIERS;GEOTECH SUARL;6.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;GEOTECH SUARL;;REGLEMENT FACTURE GEOTECH PC  ETUDES GEOTECHNIQUE POUR CONSTRUCTION DE STATION A TRAVERS LE GABON // M AKUE OVONO BRICE
;09/05/2025;LE ROI DES CHANTIERS;ANGA CONSULTING;13.000.000,00;Chèque;Validé;BGFI LRC;;ANGA CONSULTING;;RETRAIT CH 8878883 SIMANGOYE
;13/05/2025;LE ROI DES CHANTIERS;SMYLE BY E&M;7.400.000,00;Chèque;Validé;BGFI LRC;;SMYLE BY E&M;;RETRAIT CH 8879247 DIANGA POP
;13/05/2025;LE ROI DES CHANTIERS;OMNIUM GABON;34.551.955,00;Virement;Validé;BGFI LRC;;OMNIUM GABON;;VIR.EMIS  OMNIUM GABON
;13/05/2025;LE ROI DES CHANTIERS;BINTSE EVENTS;12.551.775,00;Virement;Validé;BGFI LRC;;BINTSE EVENTS;;VIR.EMIS  BINTSE
;13/05/2025;LE ROI DES CHANTIERS;TOUT TRANSIT TRANSPORT (3T CAMEROUN SA);35.000.000,00;Virement;Validé;BGFI LRC;;TOUT TRANSIT TRANSPORT (3T CAMEROUN SA);;VIR.EMIS  3T CAMEROUN SA
;15/05/2025;LE ROI DES CHANTIERS;LEME-CONSTRUCTION;10.003.619,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;LEME-CONSTRUCTION;;AVANCE POUR DEMARRAGE DES TRAVAUX DE CONSTRUCTION DE 11 LOGEMENTS A NDENDE // M FAYE MAMADOU
;20/05/2025;LE ROI DES CHANTIERS;TRACTAFRIC EQUIPMENT GABON;35.845.556,00;Traite;Validé;AFG LRC;;TRACTAFRIC EQUIPMENT GABON;;VIREMENT RGLT EFFET TRACTAFRIC   N°001EABG241860504 ECHEANCE AU  30/04/2025
;20/05/2025;LE ROI DES CHANTIERS;LV EQUIPEMENT SERVICE;13.635.000,00;Chèque;Validé;AFG LRC;;LV EQUIPEMENT SERVICE;;REMISE DE CHEQUE INTRA DEBIT  CHEQUE INTERNE NUMERO 0000799
;21/05/2025;LE ROI DES CHANTIERS;ACCEGS;8.120.000,00;Chèque;Validé;BGFI LRC;;ACCEGS;;RETRAIT CH 8878907
;21/05/2025;LE ROI DES CHANTIERS;GABON TELECOM;12.219.747,00;Virement;Validé;BGFI LRC;;GABON TELECOM;;VIR.EMIS  GABON TELECOM
;21/05/2025;LE ROI DES CHANTIERS;LA CENTRALE DES MATERIAUX;18.561.873,00;Virement;Validé;BGFI LRC;;LA CENTRALE DES MATERIAUX;;VIR.EMIS  LA CENTRALE DES MATE
;21/05/2025;LE ROI DES CHANTIERS;EFTC - ENTREPRISE FAMILLE TEMBEKA CONSTRUCTION;20.000.000,00;Virement;Validé;BGFI LRC;;EFTC - ENTREPRISE FAMILLE TEMBEKA CONSTRUCTION;;VIR.EMIS  EFTC
;24/05/2025;LE ROI DES CHANTIERS;BATIPLUS;3.250.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BATIPLUS;;ACHATS DE 5 MARTEAUX PIQUEURS DE 2200 WATTS A BATIPLUS // MME JOELLE
;26/05/2025;LE ROI DES CHANTIERS;SODIM TP;29.900.000,00;Traite;Validé;AFG LRC;;SODIM TP;;EFFETS A L'ENCAISSEMENT- REGLEMENT
;26/05/2025;LE ROI DES CHANTIERS;CREDIT BAIL AFG;63.795.630,00;Opération bancaire;Validé;AFG LRC;;CREDIT BAIL AFG;;REGULARISATION  REGULARISATION  SUR LOYER IMPAYE DU 30/04/2025
;26/05/2025;LE ROI DES CHANTIERS;CREDIT BAIL AFG;10.991.629,00;Opération bancaire;Validé;AFG LRC;;CREDIT BAIL AFG;;REGULARISATION  REGULARISATION  SUR LOYER IMPAYE DU 30/04/2025
;27/05/2025;LE ROI DES CHANTIERS;APE;3.290.350,00;Chèque;Validé;BGFI LRC;;APE;;CHEQUE NO  8878950
;27/05/2025;LE ROI DES CHANTIERS;TRACTAFRIC EQUIPMENT GABON;50.000.000,00;Virement;Validé;BGFI LRC;;TRACTAFRIC EQUIPMENT GABON;;PAIEMENT AVAL/TRAITE   926922
;28/05/2025;LE ROI DES CHANTIERS;BATIPLUS;200.000.000,00;Virement;Validé;BGFI LRC;;BATIPLUS;;VIR.EMIS  BATI PLUS
;28/05/2025;LE ROI DES CHANTIERS;BERNABE GABON SA;500.000.000,00;Virement;Validé;BGFI LRC;;BERNABE GABON SA;;VIR.EMIS  BERNABE GABON
;28/05/2025;LE ROI DES CHANTIERS;MARSHALL GABON;30.000.000,00;Virement;Validé;BGFI LRC;;MARSHALL GABON;;VIR.EMIS  MARSHALL GABON
;29/05/2025;LE ROI DES CHANTIERS;SOCIETE UWAGAB;10.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;SOCIETE UWAGAB;;DECAISSEMENT ACCORD PDG AGANO/ AVANCE POUR 50 DALOTS // M EMMANUEL UZODIMMA/UWAGAB
;30/05/2025;LE ROI DES CHANTIERS;TRACTAFRIC EQUIPMENT GABON;35.845.556,00;Traite;Validé;AFG LRC;;TRACTAFRIC EQUIPMENT GABON;;EFFETS A L'ENCAISSEMENT- REGLEMENT
;30/05/2025;LE ROI DES CHANTIERS;TRACTAFRIC EQUIPMENT GABON;87.500.000,00;Chèque;Validé;BGFI LRC;;TRACTAFRIC EQUIPMENT GABON;;CHEQUE NO  8879235
;30/05/2025;LE ROI DES CHANTIERS;TRACTAFRIC EQUIPMENT GABON;87.500.000,00;Chèque;Validé;BGFI LRC;;TRACTAFRIC EQUIPMENT GABON;;CHEQUE NO  8879238
;30/05/2025;LE ROI DES CHANTIERS;TRACTAFRIC EQUIPMENT GABON;87.500.000,00;Chèque;Validé;BGFI LRC;;TRACTAFRIC EQUIPMENT GABON;;CHEQUE NO  8879236
;30/05/2025;LE ROI DES CHANTIERS;TRACTAFRIC EQUIPMENT GABON;87.500.000,00;Chèque;Validé;BGFI LRC;;TRACTAFRIC EQUIPMENT GABON;;CHEQUE NO  8879237
;30/05/2025;LE ROI DES CHANTIERS;SOGEM TP;70.000.000,00;Virement;Validé;BGFI LRC;;SOGEM TP;;PAIEMENT AVAL/TRAITE   926925
;02/06/2025;LE ROI DES CHANTIERS;Deloitte GABON;10.829.000,00;Virement;Validé;BGFI LRC;;Deloitte GABON;;VIR.EMIS  DELOITTE JURIDIQUE E
;02/06/2025;LE ROI DES CHANTIERS;ISTORE;28.377.450,00;Virement;Validé;BGFI LRC;;ISTORE;;VIR.EMIS  I STORE
;02/06/2025;LE ROI DES CHANTIERS;CFAO Comptoir Francais De L'Afrique Occidentale;72.000.000,00;Virement;Validé;BGFI LRC;;CFAO Comptoir Francais De L'Afrique Occidentale;;VIR.EMIS  CFAO MOBILITY GABON
;02/06/2025;LE ROI DES CHANTIERS;TROPICAL TIMBER INDUSTRY BOARD;32.542.056,00;Virement;Validé;BGFI LRC;;TROPICAL TIMBER INDUSTRY BOARD;;VIR.MULT. 228069
;02/06/2025;LE ROI DES CHANTIERS;URBAN BTP;85.144.500,00;Virement;Validé;BGFI LRC;;URBAN BTP;;VIR.EMIS  URBAN BTP
;02/06/2025;LE ROI DES CHANTIERS;OGAR ASSURANCES;17.174.971,00;Chèque;Validé;BGFI LRC;;OGAR ASSURANCES;;CHEQUE NO  8878936
;02/06/2025;LE ROI DES CHANTIERS;SOCIETE PRESTIGE AUTO LUXE;80.250.000,00;Chèque;Validé;BGFI LRC;;SOCIETE PRESTIGE AUTO LUXE;;CHEQUE NO  8879264
;02/06/2025;LE ROI DES CHANTIERS;SOCIETE PRESTIGE AUTO LUXE;80.250.000,00;Chèque;Validé;BGFI LRC;;SOCIETE PRESTIGE AUTO LUXE;;CHEQUE NO  8879265
;02/06/2025;LE ROI DES CHANTIERS;SOCIETE PRESTIGE AUTO LUXE;80.250.000,00;Chèque;Validé;BGFI LRC;;SOCIETE PRESTIGE AUTO LUXE;;CHEQUE NO  8879266
;02/06/2025;LE ROI DES CHANTIERS;SOCIETE PRESTIGE AUTO LUXE;80.250.000,00;Chèque;Validé;BGFI LRC;;SOCIETE PRESTIGE AUTO LUXE;;CHEQUE NO  8879263
;02/06/2025;LE ROI DES CHANTIERS;PLENITUDE GABON SERVICES;20.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;PLENITUDE GABON SERVICES;;DEUXIEME ACOMPTE SUR DEVIS DE 20% PLENITUDE GABON SERVICE // M WANET IMANGUI RAVIS HILLE
;03/06/2025;LE ROI DES CHANTIERS;TOYOTA GABON;100.000.000,00;Virement;Validé;ORABANK LRC;;TOYOTA GABON;;Virmt fav. TOYOTA GABON RGLT FACTURES
;03/06/2025;LE ROI DES CHANTIERS;SOGADIM;12.750.000,00;Chèque;Validé;BGFI LRC;;SOGADIM;;CHEQUE NO  8878796
;04/06/2025;LE ROI DES CHANTIERS;PLENITUDE GABON SERVICES;30.523.499,00;Chèque;Validé;AFG LRC;;PLENITUDE GABON SERVICES;;CHEQUE RECUS  Num cheq: 0000572
;04/06/2025;LE ROI DES CHANTIERS;GROUPE GABON BUSINESS INTERNATIONAL GGBI;6.687.605,00;Virement;Validé;BGFI LRC;;GROUPE GABON BUSINESS INTERNATIONAL GGBI;;VIR.EMIS  GROUPE GABON BUSINES
;04/06/2025;LE ROI DES CHANTIERS;GROUPE GABON BUSINESS INTERNATIONAL GGBI;30.000.000,00;Virement;Validé;BGFI LRC;;GROUPE GABON BUSINESS INTERNATIONAL GGBI;;VIR.EMIS  GROUPE GABON BUSINES
;05/06/2025;LE ROI DES CHANTIERS;CREDIT BAIL AFG;10.991.629,00;Opération bancaire;Validé;AFG LRC;;CREDIT BAIL AFG;;REGULARISATION  REGULARISATION  SUR LOYER IMPAYE DU 30/05/2025
;05/06/2025;LE ROI DES CHANTIERS;GIPA GABONAISE D'IMPRIMERIE ET DE PAPETERIE SA;1.444.000,00;Chèque;Validé;AFG LRC;;GIPA GABONAISE D'IMPRIMERIE ET DE PAPETERIE SA;;REMISE DE CHEQUE INTRA  Num  cheq: 0000566
;05/06/2025;LE ROI DES CHANTIERS;CREDIT BAIL AFG;63.795.630,00;Opération bancaire;Validé;AFG LRC;;CREDIT BAIL AFG;;REGULARISATION  REGULARISATION  SUR LOYER IMPAYE DU 30/05/2025
;10/06/2025;LE ROI DES CHANTIERS;SOGEM TP;253.601.804,00;Virement;Validé;BGFI LRC;;SOGEM TP;;VIR.EMIS  SOGEM TP
;11/06/2025;LE ROI DES CHANTIERS;SOLUGEO;3.514.800,00;Chèque;Validé;AFG LRC;;SOLUGEO;;CHEQUE RECUS  Num cheq: 0000582
;12/06/2025;LE ROI DES CHANTIERS;GARAGE SERVICES PRO;10.900.000,00;Chèque;Validé;ORABANK LRC;;GARAGE SERVICES PRO;;Chq ORABANK No. 5296131 Benef: GARAGE SERVICES-PRO
;12/06/2025;LE ROI DES CHANTIERS;SSPG;3.435.825,00;Chèque;Validé;AFG LRC;;SSPG;;CHEQUE RECUS  Num cheq: 0000392
;16/06/2025;LE ROI DES CHANTIERS;SARL AMIRA TRADING;14.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;SARL AMIRA TRADING;;AVANCE ESPECE SUR FACTURE SARL AMIRA TRADING // SARL AMIRA TRADING/ M AHOUANGASSI COMI PODAR
;17/06/2025;LE ROI DES CHANTIERS;BATIPLUS;50.000.000,00;Chèque;Validé;AFG LRC;;BATIPLUS;;CHEQUE NUMERO  Num cheq: 0000796
;17/06/2025;LE ROI DES CHANTIERS;LA CENTRALE DES MATERIAUX;49.118.067,00;Chèque;Validé;AFG LRC;;LA CENTRALE DES MATERIAUX;;CHEQUE RECUS  Num cheq: 0000451
;17/06/2025;LE ROI DES CHANTIERS;KUA AUTO;15.500.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;KUA AUTO;;REGLEMENT ESPECE DE FACTURE /RETOUR CHEQUE IMPAYE // KUA AUTO/ KOSTA ULRICH MODESTE
;17/06/2025;LE ROI DES CHANTIERS;Toilettes Express BTP;23.500.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;Toilettes Express BTP;;AVANCE ESPECE POUR RETOUR DE CHEQUE IMPAYE // TOILETTES EXPRESS BTP/AKOULOU EYELOKO CLAUDE AUGE
;18/06/2025;LE ROI DES CHANTIERS;GARAGE SERVICES PRO;4.700.000,00;Chèque;Validé;ORABANK LRC;;GARAGE SERVICES PRO;;5296178 Ret cheq N° 5296178 du 18/06/2025 MR SAMAKE N'FALY
;18/06/2025;LE ROI DES CHANTIERS;GABON TECH;6.000.000,00;Chèque;Validé;ORABANK LRC;;GABON TECH;;CHQ no. 5296176 Banque: UBA GABON
;18/06/2025;LE ROI DES CHANTIERS;GABON MECA;812.766,00;Chèque;Validé;ORABANK LRC;;GABON MECA;;CHQ no. 5296180 Banque: UGB GABON MECA
;18/06/2025;LE ROI DES CHANTIERS;BATIPLUS;-50.000.000,00;Chèque;Validé;AFG LRC;;BATIPLUS;;VIREMENT  RETOUR DE FONDS  CHEQUE N°0000796
;18/06/2025;LE ROI DES CHANTIERS;ANDACHINA CONSTRUCCIONES;300.000.000,00;Virement;Validé;AFG LRC;;ANDACHINA CONSTRUCCIONES;;VIREMENT   O/ 1/LE ROI DES  CHANTIERS F/ ANDACHINA /INV/REG  FACTURE -  -  -  - ANDACHINA
;18/06/2025;LE ROI DES CHANTIERS;SARL AMIRA TRADING;25.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;SARL AMIRA TRADING;;AVANCE ACHAT BETON NON LIVRE AMIRA TRADING SARL // M COMI AHOUANGOSSI COMI PODAR
;19/06/2025;LE ROI DES CHANTIERS;BERNABE GABON SA;2.245.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BERNABE GABON SA;;ACHAT DALLE FIBRE ACOUSTIQUE CHEZ BERNABE POUR LE CHANTIER D'AVORBAM // MME SERGINE 
;20/06/2025;LE ROI DES CHANTIERS;SELECT;2.525.000,00;Chèque;Validé;ORABANK LRC;;SELECT;;CHQ no. 5296179 Banque: UBA GABON
;27/06/2025;LE ROI DES CHANTIERS;JAD BETON;1.999.200,00;Chèque;Validé;BGFI LRC;;JAD BETON;;CHEQUE8878884
;30/06/2025;LE ROI DES CHANTIERS;BERNABE GABON SA;50.000.000,00;Traite;Validé;AFG LRC;;BERNABE GABON SA;;EFFETS A L'ENCAISSEMENT- REGLEMENT
;30/06/2025;LE ROI DES CHANTIERS;TRACTAFRIC EQUIPMENT GABON;35.845.556,00;Traite;Validé;AFG LRC;;TRACTAFRIC EQUIPMENT GABON;;EFFETS A L'ENCAISSEMENT- REGLEMENT
;30/06/2025;LE ROI DES CHANTIERS;GABOIL;150.000.000,00;Virement;Validé;AFG LRC;;GABOIL;;TRANSFERT COMPTE A COMPTE O/  LE ROI DES CHANTIERS F/ GAB OIL -  O/LE ROI DES CHANTIERS F/ GAB  OIL/RGLMT FACTURES
;03/07/2025;LE ROI DES CHANTIERS;KUA AUTO;50.000.000,00;Chèque;Validé;AFG LRC;;KUA AUTO;;VIREMENT  REGLEMENT CHEQUE N  0000457
;03/07/2025;LE ROI DES CHANTIERS;Hôtel L'Orchidée;60.000.000,00;Virement;Validé;AFG LRC;;Hôtel L'Orchidée;;VIREMENT EMIS    O/ LE ROI DES  CHANTIERS F/ HOTEL L'ORCHIDEE  O/LE ROI DES CHANTIERS F/HOTEL  L'ORCHIDEE/RGLMT FACTURES
;04/07/2025;LE ROI DES CHANTIERS;TRACTAFRIC EQUIPMENT GABON;56.672.758,00;Traite;Validé;AFG LRC;;TRACTAFRIC EQUIPMENT GABON;;EFFETS A L'ENCAISSEMENT- REGLEMENT
;07/07/2025;LE ROI DES CHANTIERS;GABONAISE DE BOIS & NEGOCE;33.250.000,00;Chèque;Validé;AFG LRC;;GABONAISE DE BOIS & NEGOCE;;CHEQUE RECUS  Num cheq: 0000492
;08/07/2025;LE ROI DES CHANTIERS;DIESEL GABON SA;3.648.034,00;Chèque;Validé;AFG LRC;;DIESEL GABON SA;;CHEQUE RECUS  Num cheq: 0000487
;09/07/2025;LE ROI DES CHANTIERS;MAUVILAC INDUSTRIES AFRICA GABON;1.134.842,00;Chèque;Validé;AFG LRC;;MAUVILAC INDUSTRIES AFRICA GABON;;CHEQUE RECUS  Num cheq: 0000493
;10/07/2025;LE ROI DES CHANTIERS;KORUM;15.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;KORUM;;REGLEMENT FACTURE POUR FOURNITURE T -SHIRT / IMPRESSION BACHE/DRAPELETS PERSONALISES // KORUM/BOUKENE NWIN ERICKQ FRANKY
;11/07/2025;LE ROI DES CHANTIERS;SARL AMIRA TRADING;25.000.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;SARL AMIRA TRADING;;REGLEMENT ESPECE AMIRA TRADING/2 EME TRANCHE /RETOUR CHEQUE IMPAYE // AMIRA TRADING/ M COMI PODAR
;11/07/2025;LE ROI DES CHANTIERS;BAMBA RASSOUL;1.100.000,00;Cash;Validé;CASH LE ROI DES CHANTIERS;;BAMBA RASSOUL;;POSE APPAREILLAGE ELETRICITE AU TRESOR ET VILLAGE DU TRESOR MALINGA/ APPAREILLAGE DE LA MAISON DU TRESOR MALINGA // BAMBA RASSOUL SANITAIRES SERVICES/ M MBAYE
